"name"	"package"	"summary"	"Description"	"Usage"	"Arguments"	"error"
"crossv_mc"	"modelr"	"Generate cross-validated test-training pairs"	"<p><code>crossv_kfold</code> splits the data into <code>k</code> exclusive partitions, and uses each partition for a test-training split. <code>crossv_mc</code> generates <code>n</code> random partitions, holding out <code>p</code> of the data for training. </p>"	"<pre>crossv_mc(data, n, test = 0.2, id = '.id')<br />crossv_kfold(data, k = 5, id = '.id') </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>data</code></td> <td> <p>A data frame</p> </td> </tr> <tr valign='top'> <td><code>n</code></td> <td> <p>Number of test-training pairs to generate (an integer).</p> </td> </tr> <tr valign='top'> <td><code>test</code></td> <td> <p>Proportion of observations that should be held out for testing (a double).</p> </td> </tr> <tr valign='top'> <td><code>id</code></td> <td> <p>Name of variable that gives each model a unique integer id.</p> </td> </tr> <tr valign='top'> <td><code>k</code></td> <td> <p>Number of folds (an integer).</p> </td> </tr> </table> "	FALSE
"crossv_mc"	"modelr"	"Generate cross-validated test-training pairs"	"<p><code>crossv_kfold</code> splits the data into <code>k</code> exclusive partitions, and uses each partition for a test-training split. <code>crossv_mc</code> generates <code>n</code> random partitions, holding out <code>p</code> of the data for training. </p>"	"<pre>crossv_mc(data, n, test = 0.2, id = '.id')<br />crossv_kfold(data, k = 5, id = '.id') </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>data</code></td> <td> <p>A data frame</p> </td> </tr> <tr valign='top'> <td><code>n</code></td> <td> <p>Number of test-training pairs to generate (an integer).</p> </td> </tr> <tr valign='top'> <td><code>test</code></td> <td> <p>Proportion of observations that should be held out for testing (a double).</p> </td> </tr> <tr valign='top'> <td><code>id</code></td> <td> <p>Name of variable that gives each model a unique integer id.</p> </td> </tr> <tr valign='top'> <td><code>k</code></td> <td> <p>Number of folds (an integer).</p> </td> </tr> </table> "	FALSE
"data_grid"	"modelr"	"Generate a data grid."	"<p>To visualise a model, it is very useful to be able to generate an evenly spaced grid of points from the data. <code>data_grid</code> helps you do this by wrapping around <code>expand()</code>. </p>"	"<pre>data_grid(data, ..., .model = NULL) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>data</code></td> <td> <p>A data frame</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>Variables passed on to <code>expand()</code></p> </td> </tr> <tr valign='top'> <td><code>.model</code></td> <td> <p>A model.  If supplied, any predictors needed for the model not present in <code>...</code> will be filled in with 'typical' values.</p> </td> </tr> </table> "	FALSE
"fit_with"	"modelr"	"Fit a list of formulas"	"<p><code>fit_with()</code> is a pipe-friendly tool that applies a list of formulas to a fitting function such as <code>lm()</code>. The list of formulas is typically created with <code>formulas</code>(). </p>"	"<pre>fit_with(data, .f, .formulas, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>data</code></td> <td> <p>A dataset used to fit the models.</p> </td> </tr> <tr valign='top'> <td><code>.f</code></td> <td> <p>A fitting function such as <code>lm()</code>, <code>lmer</code>() or <code>stan_glmer()</code>.</p> </td> </tr> <tr valign='top'> <td><code>.formulas</code></td> <td> <p>A list of formulas specifying a model.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>Additional arguments passed on to <code>.f</code></p> </td> </tr> </table> "	FALSE
"formulas"	"modelr"	"Create a list of formulas"	"<p><code>formulas()</code> creates a list of two-sided formulas by merging a unique left-hand side to a list of right-hand sides. </p>"	"<pre>formulas(.response, ...)<br />formulae(.response, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>.response</code></td> <td> <p>A one-sided formula used as the left-hand side of all resulting formulas.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>List of formulas whose right-hand sides will be merged to <code>.response</code>.</p> </td> </tr> </table> "	FALSE
"formulas"	"modelr"	"Create a list of formulas"	"<p><code>formulas()</code> creates a list of two-sided formulas by merging a unique left-hand side to a list of right-hand sides. </p>"	"<pre>formulas(.response, ...)<br />formulae(.response, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>.response</code></td> <td> <p>A one-sided formula used as the left-hand side of all resulting formulas.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>List of formulas whose right-hand sides will be merged to <code>.response</code>.</p> </td> </tr> </table> "	FALSE
"add_predictions"	"modelr"	"Add predictions to a data frame"	"<p>Add predictions to a data frame </p>"	"<pre>add_predictions(data, model, var = 'pred')<br />spread_predictions(data, ...)<br />gather_predictions(data, ..., .pred = 'pred', .model = 'model') </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>data</code></td> <td> <p>A data frame used to generate the predictions.</p> </td> </tr> <tr valign='top'> <td><code>model, var</code></td> <td> <p><code>add_predictions</code> takes a single <code>model</code>; the output column will be called <code>pred</code></p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p><code>gather_predictions</code> and <code>spread_predictions</code> take multiple models. The name will be taken from either the argument name of the name of the model.</p> </td> </tr> <tr valign='top'> <td><code>.pred, .model</code></td> <td> <p>The variable names used by <code>gather_predictions</code>.</p> </td> </tr> </table> "	FALSE
"add_residuals"	"modelr"	"Add residuals to a data frame"	"<p>Add residuals to a data frame </p>"	"<pre>add_residuals(data, model, var = 'resid')<br />spread_residuals(data, ...)<br />gather_residuals(data, ..., .resid = 'resid', .model = 'model') </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>data</code></td> <td> <p>A data frame used to generate the residuals</p> </td> </tr> <tr valign='top'> <td><code>model, var</code></td> <td> <p><code>add_residuals</code> takes a single <code>model</code>; the output column will be called <code>pred</code></p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p><code>gather_residuals</code> and <code>spread_residuals</code> take multiple models. The name will be taken from either the argument name of the name of the model.</p> </td> </tr> <tr valign='top'> <td><code>.resid, .model</code></td> <td> <p>The variable names used by <code>gather_residuals</code>.</p> </td> </tr> </table> "	FALSE
"geom_ref_line"	"modelr"	"Add a reference line (ggplot2)."	"<p>Add a reference line (ggplot2). </p>"	"<pre>geom_ref_line(h, v, size = 2, colour = 'white') </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>h, v</code></td> <td> <p>Position of horizontal or vertical reference line</p> </td> </tr> <tr valign='top'> <td><code>size</code></td> <td> <p>Line size</p> </td> </tr> <tr valign='top'> <td><code>colour</code></td> <td> <p>Line colour</p> </td> </tr> </table>"	FALSE
"heights"	"modelr"	"Height and income data."	"<p>You might have heard that taller people earn more. Is it true? You can try and answer the question by exploring this dataset extracted from the <a href='https://www.nlsinfo.org'>National Longitudinal Study</a>, which is sponsored by the U.S. Bureau of Labor Statistics. </p>"	"<pre>heights </pre>"	NA	FALSE
"model-quality"	"modelr"	"Compute model quality for a given dataset"	"<p><code>rmse</code> is the root-mean-squared-error, <code>mae</code> is the mean absolute error, <code>qae</code> is quantiles of absolute error. These can both be interpreted on the scale of the response; <code>mae</code> is less sensitive to outliers. <code>rsquare</code> is the variance of the predictions divided by by the variance of the response. </p>"	"<pre>rmse(model, data)<br />mae(model, data)<br />rsquare(model, data)<br />qae(model, data, probs = c(0.05, 0.25, 0.5, 0.75, 0.95)) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>model</code></td> <td> <p>A model</p> </td> </tr> <tr valign='top'> <td><code>data</code></td> <td> <p>The dataset</p> </td> </tr> <tr valign='top'> <td><code>probs</code></td> <td> <p>Numeric vector of probabilit</p> </td> </tr> </table> "	FALSE
"model-quality"	"modelr"	"Compute model quality for a given dataset"	"<p><code>rmse</code> is the root-mean-squared-error, <code>mae</code> is the mean absolute error, <code>qae</code> is quantiles of absolute error. These can both be interpreted on the scale of the response; <code>mae</code> is less sensitive to outliers. <code>rsquare</code> is the variance of the predictions divided by by the variance of the response. </p>"	"<pre>rmse(model, data)<br />mae(model, data)<br />rsquare(model, data)<br />qae(model, data, probs = c(0.05, 0.25, 0.5, 0.75, 0.95)) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>model</code></td> <td> <p>A model</p> </td> </tr> <tr valign='top'> <td><code>data</code></td> <td> <p>The dataset</p> </td> </tr> <tr valign='top'> <td><code>probs</code></td> <td> <p>Numeric vector of probabilit</p> </td> </tr> </table> "	FALSE
"model_matrix"	"modelr"	"Construct a design matrix"	"<p>This is a thin wrapper around <code>model.matrix()</code> which returns a tibble. Use it to determine how your modelling formula is translated into a matrix, an thence into an equation. </p>"	"<pre>model_matrix(data, formula, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>data</code></td> <td> <p>A data frame</p> </td> </tr> <tr valign='top'> <td><code>formula</code></td> <td> <p>A modelling formula</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>Other arguments passed onto <code>model.matrix()</code></p> </td> </tr> </table> "	FALSE
"na.warn"	"modelr"	"Handle missing values with a warning"	"<p>This NA handler works ensures that those models that support the <code>na.action</code> parameter do not silently drop missing values. It wraps around <code>na.exclude</code> so that there is one prediction/residual for input row. To apply it globally, run <code>options(na.action = na.warn)</code>. </p>"	"<pre>na.warn(object) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>object</code></td> <td> <p>A data frame</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>Other arguments (not currently used)</p> </td> </tr> </table> "	FALSE
"model-quality"	"modelr"	"Compute model quality for a given dataset"	"<p><code>rmse</code> is the root-mean-squared-error, <code>mae</code> is the mean absolute error, <code>qae</code> is quantiles of absolute error. These can both be interpreted on the scale of the response; <code>mae</code> is less sensitive to outliers. <code>rsquare</code> is the variance of the predictions divided by by the variance of the response. </p>"	"<pre>rmse(model, data)<br />mae(model, data)<br />rsquare(model, data)<br />qae(model, data, probs = c(0.05, 0.25, 0.5, 0.75, 0.95)) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>model</code></td> <td> <p>A model</p> </td> </tr> <tr valign='top'> <td><code>data</code></td> <td> <p>The dataset</p> </td> </tr> <tr valign='top'> <td><code>probs</code></td> <td> <p>Numeric vector of probabilit</p> </td> </tr> </table> "	FALSE
"resample"	"modelr"	"A \"lazy\" resample."	"<p>Often you will resample a dataset hundreds or thousands of times. Storing the complete resample each time would be very inefficient so this class instead stores a 'pointer' to the original dataset, and a vector of row indexes. To turn this into a regular data frame, call <code>as.data.frame</code>, to extract the indices, use <code>as.integer</code>. </p>"	"<pre>resample(data, idx) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>data</code></td> <td> <p>The data frame</p> </td> </tr> <tr valign='top'> <td><code>idx</code></td> <td> <p>A vector of integer indexes indicating which rows have been selected. These values should lie between 1 and <code>nrow(data)</code> but they are not checked by this function in the interests of performance.</p> </td> </tr> </table> "	FALSE
"resample_bootstrap"	"modelr"	"Generate a boostrap replicate"	"<p>Generate a boostrap replicate </p>"	"<pre>resample_bootstrap(data) </pre>"	"<table summary='R argblock'><tr valign='top'> <td><code>data</code></td> <td> <p>A data frame</p> </td> </tr></table> "	FALSE
"resample_partition"	"modelr"	"Generate an exclusive partitioning of a data frame"	"<p>Generate an exclusive partitioning of a data frame </p>"	"<pre>resample_partition(data, p) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>data</code></td> <td> <p>A data frame</p> </td> </tr> <tr valign='top'> <td><code>p</code></td> <td> <p>A named numeric vector giving where the value is the probability that an observation will be assigned to that group.</p> </td> </tr> </table> "	FALSE
"model-quality"	"modelr"	"Compute model quality for a given dataset"	"<p><code>rmse</code> is the root-mean-squared-error, <code>mae</code> is the mean absolute error, <code>qae</code> is quantiles of absolute error. These can both be interpreted on the scale of the response; <code>mae</code> is less sensitive to outliers. <code>rsquare</code> is the variance of the predictions divided by by the variance of the response. </p>"	"<pre>rmse(model, data)<br />mae(model, data)<br />rsquare(model, data)<br />qae(model, data, probs = c(0.05, 0.25, 0.5, 0.75, 0.95)) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>model</code></td> <td> <p>A model</p> </td> </tr> <tr valign='top'> <td><code>data</code></td> <td> <p>The dataset</p> </td> </tr> <tr valign='top'> <td><code>probs</code></td> <td> <p>Numeric vector of probabilit</p> </td> </tr> </table> "	FALSE
"model-quality"	"modelr"	"Compute model quality for a given dataset"	"<p><code>rmse</code> is the root-mean-squared-error, <code>mae</code> is the mean absolute error, <code>qae</code> is quantiles of absolute error. These can both be interpreted on the scale of the response; <code>mae</code> is less sensitive to outliers. <code>rsquare</code> is the variance of the predictions divided by by the variance of the response. </p>"	"<pre>rmse(model, data)<br />mae(model, data)<br />rsquare(model, data)<br />qae(model, data, probs = c(0.05, 0.25, 0.5, 0.75, 0.95)) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>model</code></td> <td> <p>A model</p> </td> </tr> <tr valign='top'> <td><code>data</code></td> <td> <p>The dataset</p> </td> </tr> <tr valign='top'> <td><code>probs</code></td> <td> <p>Numeric vector of probabilit</p> </td> </tr> </table> "	FALSE
"seq_range"	"modelr"	"Generate a sequence over the range of a vector"	"<p>Generate a sequence over the range of a vector </p>"	"<pre>seq_range(x, n, by, trim = NULL, expand = NULL, pretty = FALSE) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>A numeric vector</p> </td> </tr> <tr valign='top'> <td><code>n, by</code></td> <td> <p>Specify the output sequence either by supplying the length of the sequence with <code>n</code>, or the spacing between value with <code>by</code>. Specifying both is an error. </p> <p>I recommend that you name these arguments in order to make it clear to the reader.</p> </td> </tr> <tr valign='top'> <td><code>trim</code></td> <td> <p>Optionally, trim values off the tails. <code>trim / 2 * length(x)</code> values are removed from each tail.</p> </td> </tr> <tr valign='top'> <td><code>expand</code></td> <td> <p>Optionally, expand the range by <code>expand * (1 + range(x)</code> (computed after trimming).</p> </td> </tr> <tr valign='top'> <td><code>pretty</code></td> <td> <p>If <code>TRUE</code>, will generate a pretty sequence. If <code>n</code> is supplied, this will use <code>pretty()</code> instead of <code>seq()</code>. If <code>by</code> is supplied, it will round the first value to a multiple of <code>by</code>.</p> </td> </tr> </table> "	FALSE
"sim"	"modelr"	"Simple simulated datasets"	"<p>These simple simulated datasets are useful for teaching modelling basics. </p>"	"<pre>sim1<br />sim2<br />sim3<br />sim4 </pre>"	NA	FALSE
"sim"	"modelr"	"Simple simulated datasets"	"<p>These simple simulated datasets are useful for teaching modelling basics. </p>"	"<pre>sim1<br />sim2<br />sim3<br />sim4 </pre>"	NA	FALSE
"sim"	"modelr"	"Simple simulated datasets"	"<p>These simple simulated datasets are useful for teaching modelling basics. </p>"	"<pre>sim1<br />sim2<br />sim3<br />sim4 </pre>"	NA	FALSE
"sim"	"modelr"	"Simple simulated datasets"	"<p>These simple simulated datasets are useful for teaching modelling basics. </p>"	"<pre>sim1<br />sim2<br />sim3<br />sim4 </pre>"	NA	FALSE
"sim"	"modelr"	"Simple simulated datasets"	"<p>These simple simulated datasets are useful for teaching modelling basics. </p>"	"<pre>sim1<br />sim2<br />sim3<br />sim4 </pre>"	NA	FALSE
"add_predictions"	"modelr"	"Add predictions to a data frame"	"<p>Add predictions to a data frame </p>"	"<pre>add_predictions(data, model, var = 'pred')<br />spread_predictions(data, ...)<br />gather_predictions(data, ..., .pred = 'pred', .model = 'model') </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>data</code></td> <td> <p>A data frame used to generate the predictions.</p> </td> </tr> <tr valign='top'> <td><code>model, var</code></td> <td> <p><code>add_predictions</code> takes a single <code>model</code>; the output column will be called <code>pred</code></p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p><code>gather_predictions</code> and <code>spread_predictions</code> take multiple models. The name will be taken from either the argument name of the name of the model.</p> </td> </tr> <tr valign='top'> <td><code>.pred, .model</code></td> <td> <p>The variable names used by <code>gather_predictions</code>.</p> </td> </tr> </table> "	FALSE
"add_residuals"	"modelr"	"Add residuals to a data frame"	"<p>Add residuals to a data frame </p>"	"<pre>add_residuals(data, model, var = 'resid')<br />spread_residuals(data, ...)<br />gather_residuals(data, ..., .resid = 'resid', .model = 'model') </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>data</code></td> <td> <p>A data frame used to generate the residuals</p> </td> </tr> <tr valign='top'> <td><code>model, var</code></td> <td> <p><code>add_residuals</code> takes a single <code>model</code>; the output column will be called <code>pred</code></p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p><code>gather_residuals</code> and <code>spread_residuals</code> take multiple models. The name will be taken from either the argument name of the name of the model.</p> </td> </tr> <tr valign='top'> <td><code>.resid, .model</code></td> <td> <p>The variable names used by <code>gather_residuals</code>.</p> </td> </tr> </table> "	FALSE
"typical"	"modelr"	"Find the typical value"	"<p>For numeric vectors, it retunrs the median. For factors, characters, and logical vectors, it returns the most frequent value. If multiple values are tied for most frequent, it returns them all. <code>NA</code> missing values are always silently dropped. </p>"	"<pre>typical(x) </pre>"	"<table summary='R argblock'><tr valign='top'> <td><code>x</code></td> <td> <p>A vector</p> </td> </tr></table> "	FALSE
"accumulate"	"purrr"	"Accumulate recursive folds across a list"	"<p><code>accumulate</code> applies a function recursively over a list from the left, while <code>accumulate_right</code> applies the function from the right. Unlike <code>reduce</code> both functions keep the intermediate results. </p>"	"<pre>accumulate(.x, .f, ..., .init)<br />accumulate_right(.x, .f, ..., .init) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>.x</code></td> <td> <p>A list or atomic vector.</p> </td> </tr> <tr valign='top'> <td><code>.f</code></td> <td> <p>A two-argument function.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>Additional arguments passed on to <code>.f</code>.</p> </td> </tr> <tr valign='top'> <td><code>.init</code></td> <td> <p>If supplied, will be used as the first value to start the accumulation, rather than using <code>x[[1]]</code>. This is useful if you want to ensure that <code>reduce</code> returns the correct value when <code>.x</code> is <code>is_empty()</code>.</p> </td> </tr> </table> "	FALSE
"accumulate"	"purrr"	"Accumulate recursive folds across a list"	"<p><code>accumulate</code> applies a function recursively over a list from the left, while <code>accumulate_right</code> applies the function from the right. Unlike <code>reduce</code> both functions keep the intermediate results. </p>"	"<pre>accumulate(.x, .f, ..., .init)<br />accumulate_right(.x, .f, ..., .init) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>.x</code></td> <td> <p>A list or atomic vector.</p> </td> </tr> <tr valign='top'> <td><code>.f</code></td> <td> <p>A two-argument function.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>Additional arguments passed on to <code>.f</code>.</p> </td> </tr> <tr valign='top'> <td><code>.init</code></td> <td> <p>If supplied, will be used as the first value to start the accumulation, rather than using <code>x[[1]]</code>. This is useful if you want to ensure that <code>reduce</code> returns the correct value when <code>.x</code> is <code>is_empty()</code>.</p> </td> </tr> </table> "	FALSE
"along"	"purrr"	"Helper to create vectors with matching length."	"<p>These functions take the idea of <code>seq_along</code> and generalise it to creating lists (<code>list_along</code>) and repeating values (<code>rep_along</code>). </p>"	"<pre>list_along(x)<br />rep_along(x, y) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>A vector.</p> </td> </tr> <tr valign='top'> <td><code>y</code></td> <td> <p>Values to repeat.</p> </td> </tr> </table> "	FALSE
"array-coercion"	"purrr"	"Coerce array to list"	"<p><code>array_branch()</code> and <code>array_tree()</code> enable arrays to be used with purrr's functionals by turning them into lists. The details of the coercion are controlled by the <code>margin</code> argument. <code>array_tree()</code> creates an hierarchical list (a tree) that has as many levels as dimensions specified in <code>margin</code>, while <code>array_branch()</code> creates a flat list (by analogy, a branch) along all mentioned dimensions. </p>"	"<pre>array_branch(array, margin = NULL)<br />array_tree(array, margin = NULL) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>array</code></td> <td> <p>An array to coerce into a list.</p> </td> </tr> <tr valign='top'> <td><code>margin</code></td> <td> <p>A numeric vector indicating the positions of the indices to be to be enlisted. If <code>NULL</code>, a full margin is used. If <code>numeric(0)</code>, the array as a whole is wrapped in a list.</p> </td> </tr> </table> "	FALSE
"array-coercion"	"purrr"	"Coerce array to list"	"<p><code>array_branch()</code> and <code>array_tree()</code> enable arrays to be used with purrr's functionals by turning them into lists. The details of the coercion are controlled by the <code>margin</code> argument. <code>array_tree()</code> creates an hierarchical list (a tree) that has as many levels as dimensions specified in <code>margin</code>, while <code>array_branch()</code> creates a flat list (by analogy, a branch) along all mentioned dimensions. </p>"	"<pre>array_branch(array, margin = NULL)<br />array_tree(array, margin = NULL) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>array</code></td> <td> <p>An array to coerce into a list.</p> </td> </tr> <tr valign='top'> <td><code>margin</code></td> <td> <p>A numeric vector indicating the positions of the indices to be to be enlisted. If <code>NULL</code>, a full margin is used. If <code>numeric(0)</code>, the array as a whole is wrapped in a list.</p> </td> </tr> </table> "	FALSE
"array-coercion"	"purrr"	"Coerce array to list"	"<p><code>array_branch()</code> and <code>array_tree()</code> enable arrays to be used with purrr's functionals by turning them into lists. The details of the coercion are controlled by the <code>margin</code> argument. <code>array_tree()</code> creates an hierarchical list (a tree) that has as many levels as dimensions specified in <code>margin</code>, while <code>array_branch()</code> creates a flat list (by analogy, a branch) along all mentioned dimensions. </p>"	"<pre>array_branch(array, margin = NULL)<br />array_tree(array, margin = NULL) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>array</code></td> <td> <p>An array to coerce into a list.</p> </td> </tr> <tr valign='top'> <td><code>margin</code></td> <td> <p>A numeric vector indicating the positions of the indices to be to be enlisted. If <code>NULL</code>, a full margin is used. If <code>numeric(0)</code>, the array as a whole is wrapped in a list.</p> </td> </tr> </table> "	FALSE
"as_function"	"purrr"	"Convert an object into a function."	"<p><code>as_function</code> is the powerhouse behind the varied function specifications that purrr functions allow. This is an S3 generic so that other people can make <code>as_function</code> work with their own objects. </p>"	"<pre>as_function(.f, ...)<br />## S3 method for class 'character' as_function(.f, ..., .null = NULL) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>.f</code></td> <td> <p>A function, formula, or atomic vector. </p> <p>If a <strong>function</strong>, it is used as is. </p> <p>If a <strong>formula</strong>, e.g. <code>~ .x + 2</code>, it is converted to a function with two arguments, <code>.x</code> or <code>.</code> and <code>.y</code>. This allows you to create very compact anonymous functions with up to two inputs. </p> <p>If <strong>character</strong> or <strong>integer vector</strong>, e.g. <code>'y'</code>, it is converted to an extractor function, <code>function(x) x[['y']]</code>. To index deeply into a nested list, use multiple values; <code>c('x', 'y')</code> is equivalent to <code>z[['x']][['y']]</code>. You can also set <code>.null</code> to set a default to use instead of <code>NULL</code> for absent components.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>Additional arguments passed on to methods.</p> </td> </tr> <tr valign='top'> <td><code>.null</code></td> <td> <p>Optional additional argument for character and numeric inputs.</p> </td> </tr> </table> "	FALSE
"as_function"	"purrr"	"Convert an object into a function."	"<p><code>as_function</code> is the powerhouse behind the varied function specifications that purrr functions allow. This is an S3 generic so that other people can make <code>as_function</code> work with their own objects. </p>"	"<pre>as_function(.f, ...)<br />## S3 method for class 'character' as_function(.f, ..., .null = NULL) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>.f</code></td> <td> <p>A function, formula, or atomic vector. </p> <p>If a <strong>function</strong>, it is used as is. </p> <p>If a <strong>formula</strong>, e.g. <code>~ .x + 2</code>, it is converted to a function with two arguments, <code>.x</code> or <code>.</code> and <code>.y</code>. This allows you to create very compact anonymous functions with up to two inputs. </p> <p>If <strong>character</strong> or <strong>integer vector</strong>, e.g. <code>'y'</code>, it is converted to an extractor function, <code>function(x) x[['y']]</code>. To index deeply into a nested list, use multiple values; <code>c('x', 'y')</code> is equivalent to <code>z[['x']][['y']]</code>. You can also set <code>.null</code> to set a default to use instead of <code>NULL</code> for absent components.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>Additional arguments passed on to methods.</p> </td> </tr> <tr valign='top'> <td><code>.null</code></td> <td> <p>Optional additional argument for character and numeric inputs.</p> </td> </tr> </table> "	FALSE
"as_vector"	"purrr"	"Coerce a list to a vector"	"<p><code>as_vector()</code> collapses a list of vectors into one vector. It checks that the type of each vector is consistent with <code>.type</code>. If the list can not be simplified, it throws an error. <code>simplify</code> will simplify a vector if possible; <code>simplify_all</code> will apply <code>simplify</code> to every element of a list. </p>"	"<pre>as_vector(.x, .type = NULL)<br />simplify(.x, .type = NULL)<br />simplify_all(.x, .type = NULL) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>.x</code></td> <td> <p>A list of vectors</p> </td> </tr> <tr valign='top'> <td><code>.type</code></td> <td> <p>A vector mold or a string describing the type of the input vectors. The latter can be any of the types returned by <code>typeof()</code>, or 'numeric' as a shorthand for either 'double' or 'integer'.</p> </td> </tr> </table> "	FALSE
"at_depth"	"purrr"	"Map a function over lower levels of a nested list"	"<p><code>at_depth()</code> maps a function on lower levels of nested lists. In essence, <code>at_depth()</code> is a recursive map. </p>"	"<pre>at_depth(.x, .depth, .f, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>.x</code></td> <td> <p>A deep list</p> </td> </tr> <tr valign='top'> <td><code>.depth</code></td> <td> <p>Level of <code>.x</code> to map on.</p> </td> </tr> <tr valign='top'> <td><code>.f</code></td> <td> <p>A function, formula, or atomic vector. </p> <p>If a <strong>function</strong>, it is used as is. </p> <p>If a <strong>formula</strong>, e.g. <code>~ .x + 2</code>, it is converted to a function with two arguments, <code>.x</code> or <code>.</code> and <code>.y</code>. This allows you to create very compact anonymous functions with up to two inputs. </p> <p>If <strong>character</strong> or <strong>integer vector</strong>, e.g. <code>'y'</code>, it is converted to an extractor function, <code>function(x) x[['y']]</code>. To index deeply into a nested list, use multiple values; <code>c('x', 'y')</code> is equivalent to <code>z[['x']][['y']]</code>. You can also set <code>.null</code> to set a default to use instead of <code>NULL</code> for absent components.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>Additional arguments passed on to <code>.f</code>.</p> </td> </tr> </table> "	FALSE
"bare-type-predicates"	"purrr"	"Bare type predicates"	"<p>These predicates check for a given type but only return <code>TRUE</code> for bare R objects. Bare objects have no class attributes. For example, a data frame is a list, but not a bare list. </p>"	"<pre>is_bare_list(x)<br />is_bare_atomic(x)<br />is_bare_vector(x)<br />is_bare_double(x)<br />is_bare_integer(x)<br />is_bare_numeric(x)<br />is_bare_character(x)<br />is_bare_logical(x) </pre>"	"<table summary='R argblock'><tr valign='top'> <td><code>x</code></td> <td> <p>object to be tested.</p> </td> </tr></table> "	FALSE
