"name"	"package"	"summary"	"Description"	"Usage"	"Arguments"	"error"
"taskCallback"	"base"	"Add or Remove a Top-Level Task Callback"	"<p><code>addTaskCallback</code> registers an R function that is to be called each time a top-level task is completed. </p> <p><code>removeTaskCallback</code> un-registers a function that was registered earlier via <code>addTaskCallback</code>. </p> <p>These provide low-level access to the internal/native mechanism for managing task-completion actions. One can use <code>taskCallbackManager</code> at the S-language level to manage S functions that are called at the completion of each task. This is easier and more direct. </p>"	"<pre>addTaskCallback(f, data = NULL, name = character()) removeTaskCallback(id) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>f</code></td> <td> <p>the function that is to be invoked each time a top-level task is successfully completed.  This is called with 5 or 4 arguments depending on whether <code>data</code> is specified or not, respectively. The return value should be a logical value indicating whether to keep the callback in the list of active callbacks or discard it.</p> </td> </tr> <tr valign='top'> <td><code>data</code></td> <td> <p>if specified, this is the 5-th argument in the call to the callback function <code>f</code>.</p> </td> </tr> <tr valign='top'> <td><code>id</code></td> <td> <p>a string or an integer identifying the element in the internal callback list to be removed. Integer indices are 1-based, i.e the first element is 1. The names of currently registered handlers is available using <code>getTaskCallbackNames</code> and is also returned in a call to <code>addTaskCallback</code>. </p> </td> </tr> <tr valign='top'> <td><code>name</code></td> <td> <p>character: names to be used.</p> </td> </tr> </table> "	FALSE
"agrep"	"base"	"Approximate String Matching (Fuzzy Matching)"	"<p>Searches for approximate matches to <code>pattern</code> (the first argument) within each element of the string <code>x</code> (the second argument) using the generalized Levenshtein edit distance (the minimal possibly weighted number of insertions, deletions and substitutions needed to transform one string into another). </p>"	"<pre>agrep(pattern, x, max.distance = 0.1, costs = NULL,<br />       ignore.case = FALSE, value = FALSE, fixed = TRUE,<br />       useBytes = FALSE)<br />agrepl(pattern, x, max.distance = 0.1, costs = NULL,<br />        ignore.case = FALSE, fixed = TRUE, useBytes = FALSE) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>pattern</code></td> <td> <p>a non-empty character string or a character string containing a regular expression (for <code>fixed = FALSE</code>) to be matched. Coerced by <code>as.character</code> to a string if possible.</p> </td> </tr> <tr valign='top'> <td><code>x</code></td> <td> <p>character vector where matches are sought. Coerced by <code>as.character</code> to a character vector if possible.</p> </td> </tr> <tr valign='top'> <td><code>max.distance</code></td> <td> <p>Maximum distance allowed for a match.  Expressed either as integer, or as a fraction of the <em>pattern</em> length times the maximal transformation cost (will be replaced by the smallest integer not less than the corresponding fraction), or a list with possible components </p><br /><dl> <dt> <code>cost</code>:</dt> <dd> <p>maximum number/fraction of match cost (generalized Levenshtein distance)</p> </dd> <dt> <code>all</code>:</dt> <dd> <p>maximal number/fraction of <em>all</em> transformations (insertions, deletions and substitutions)</p> </dd> <dt> <code>insertions</code>:</dt> <dd> <p>maximum number/fraction of insertions</p> </dd> <dt> <code>deletions</code>:</dt> <dd> <p>maximum number/fraction of deletions</p> </dd> <dt> <code>substitutions</code>:</dt> <dd> <p>maximum number/fraction of substitutions</p> </dd> </dl> <p>If <code>cost</code> is not given, <code>all</code> defaults to 10%, and the other transformation number bounds default to <code>all</code>. The component names can be abbreviated. </p> </td> </tr> <tr valign='top'> <td><code>costs</code></td> <td> <p>a numeric vector or list with names partially matching <span class='samp'>insertions</span>, <span class='samp'>deletions</span> and <span class='samp'>substitutions</span> giving the respective costs for computing the generalized Levenshtein distance, or <code>NULL</code> (default) indicating using unit cost for all three possible transformations. Coerced to integer via <code>as.integer</code> if possible.</p> </td> </tr> <tr valign='top'> <td><code>ignore.case</code></td> <td> <p>if <code>FALSE</code>, the pattern matching is <em>case sensitive</em> and if <code>TRUE</code>, case is ignored during matching.</p> </td> </tr> <tr valign='top'> <td><code>value</code></td> <td> <p>if <code>FALSE</code>, a vector containing the (integer) indices of the matches determined is returned and if <code>TRUE</code>, a vector containing the matching elements themselves is returned.</p> </td> </tr> <tr valign='top'> <td><code>fixed</code></td> <td> <p>logical.  If <code>TRUE</code> (default), the pattern is matched literally (as is).  Otherwise, it is matched as a regular expression.</p> </td> </tr> <tr valign='top'> <td><code>useBytes</code></td> <td> <p>logical. in a multibyte locale, should the comparison be character-by-character (the default) or byte-by-byte.</p> </td> </tr> </table> "	FALSE
"list"	"base"	"Lists – Generic and Dotted Pairs"	"<p>Functions to construct, coerce and check for both kinds of <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> lists. </p>"	"<pre>list(...) pairlist(...)<br />as.list(x, ...) ## S3 method for class 'environment' as.list(x, all.names = FALSE, sorted = FALSE, ...) as.pairlist(x)<br />is.list(x) is.pairlist(x)<br />alist(...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>...</code></td> <td> <p>objects, possibly named.</p> </td> </tr> <tr valign='top'> <td><code>x</code></td> <td> <p>object to be coerced or tested.</p> </td> </tr> <tr valign='top'> <td><code>all.names</code></td> <td> <p>a logical indicating whether to copy all values or (default) only those whose names do not begin with a dot.</p> </td> </tr> <tr valign='top'> <td><code>sorted</code></td> <td> <p>a logical indicating whether the <code>names</code> of the resulting list should be sorted (increasingly).  Note that this is somewhat costly, but may be useful for comparison of environments.</p> </td> </tr> </table> "	FALSE
"all"	"base"	"Are All Values True?"	"<p>Given a set of logical vectors, are all of the values true? </p>"	"<pre>all(..., na.rm = FALSE) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>...</code></td> <td> <p>zero or more logical vectors.  Other objects of zero length are ignored, and the rest are coerced to logical ignoring any class.</p> </td> </tr> <tr valign='top'> <td><code>na.rm</code></td> <td> <p>logical.  If true <code>NA</code> values are removed before the result is computed.</p> </td> </tr> </table> "	FALSE
"all.equal"	"base"	"Test if Two Objects are (Nearly) Equal"	"<p><code>all.equal(x, y)</code> is a utility to compare <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> objects <code>x</code> and <code>y</code> testing ‘near equality’.  If they are different, comparison is still made to some extent, and a report of the differences is returned.<br />    Do not use <code>all.equal</code> directly in <code>if</code> expressions—either use <code>isTRUE(all.equal(....))</code> or <code>identical</code> if appropriate. </p>"	"<pre>all.equal(target, current, ...)<br />## S3 method for class 'numeric' all.equal(target, current,<br />           tolerance = sqrt(.Machine$double.eps), scale = NULL,<br />           ..., check.attributes = TRUE)<br />## S3 method for class 'list' all.equal(target, current, ...,<br />           check.attributes = TRUE, use.names = TRUE)<br />## S3 method for class 'environment' all.equal(target, current, all.names=TRUE, ...)<br />## S3 method for class 'POSIXt' all.equal(target, current, ..., tolerance = 1e-3, scale)<br /> attr.all.equal(target, current, ...,<br />                check.attributes = TRUE, check.names = TRUE) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>target</code></td> <td> <p><span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> object.</p> </td> </tr> <tr valign='top'> <td><code>current</code></td> <td> <p>other <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> object, to be compared with <code>target</code>.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>Further arguments for different methods, notably the following two, for numerical comparison:</p> </td> </tr> <tr valign='top'> <td><code>tolerance</code></td> <td> <p>numeric <i>≥</i> 0.  Differences smaller than <code>tolerance</code> are not reported.  The default value is close to <code>1.5e-8</code>.</p> </td> </tr> <tr valign='top'> <td><code>scale</code></td> <td> <p>numeric scalar &gt; 0 (or <code>NULL</code>). See ‘Details’.</p> </td> </tr> <tr valign='top'> <td><code>check.attributes</code></td> <td> <p>logical indicating if the <code>attributes</code> of <code>target</code> and <code>current</code> (other than the names) should be compared.</p> </td> </tr> <tr valign='top'> <td><code>use.names</code></td> <td> <p>logical indicating if <code>list</code> comparison should report differing components by name (if matching) instead of integer index.  Note that this comes after <code>...</code> and so must be specified by its full name.</p> </td> </tr> <tr valign='top'> <td><code>all.names</code></td> <td> <p>logical passed to <code>ls</code> indicating if “hidden” objects should also be considered in the environments.</p> </td> </tr> <tr valign='top'> <td><code>check.names</code></td> <td> <p>logical indicating if the <code>names(.)</code> of <code>target</code> and <code>current</code> should be compared.</p> </td> </tr> </table> "	FALSE
"allnames"	"base"	"Find All Names in an Expression"	"<p>Return a character vector containing all the names which occur in an expression or call. </p>"	"<pre>all.names(expr, functions = TRUE, max.names = -1L, unique = FALSE)<br />all.vars(expr, functions = FALSE, max.names = -1L, unique = TRUE) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>expr</code></td> <td> <p>an expression or call from which the names are to be extracted.</p> </td> </tr> <tr valign='top'> <td><code>functions</code></td> <td> <p>a logical value indicating whether function names should be included in the result.</p> </td> </tr> <tr valign='top'> <td><code>max.names</code></td> <td> <p>the maximum number of names to be returned.  <code>-1</code> indicates no limit (other than vector size limits).</p> </td> </tr> <tr valign='top'> <td><code>unique</code></td> <td> <p>a logical value which indicates whether duplicate names should be removed from the value.</p> </td> </tr> </table> "	FALSE
"any"	"base"	"Are Some Values True?"	"<p>Given a set of logical vectors, is at least one of the values true? </p>"	"<pre>any(..., na.rm = FALSE) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>...</code></td> <td> <p>zero or more logical vectors.  Other objects of zero length are ignored, and the rest are coerced to logical ignoring any class.</p> </td> </tr> <tr valign='top'> <td><code>na.rm</code></td> <td> <p>logical.  If true <code>NA</code> values are removed before the result is computed.</p> </td> </tr> </table> "	FALSE
"duplicated"	"base"	"Determine Duplicate Elements"	"<p><code>duplicated()</code> determines which elements of a vector or data frame are duplicates of elements with smaller subscripts, and returns a logical vector indicating which elements (rows) are duplicates. </p> <p><code>anyDuplicated(.)</code> is a “generalized” more efficient shortcut for <code>any(duplicated(.))</code>. </p>"	"<pre>duplicated(x, incomparables = FALSE, ...)<br />## Default S3 method: duplicated(x, incomparables = FALSE,<br />            fromLast = FALSE, nmax = NA, ...)<br />## S3 method for class 'array' duplicated(x, incomparables = FALSE, MARGIN = 1,<br />            fromLast = FALSE, ...)<br />anyDuplicated(x, incomparables = FALSE, ...) ## Default S3 method: anyDuplicated(x, incomparables = FALSE,<br />            fromLast = FALSE, ...) ## S3 method for class 'array' anyDuplicated(x, incomparables = FALSE,<br />            MARGIN = 1, fromLast = FALSE, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>a vector or a data frame or an array or <code>NULL</code>.</p> </td> </tr> <tr valign='top'> <td><code>incomparables</code></td> <td> <p>a vector of values that cannot be compared. <code>FALSE</code> is a special value, meaning that all values can be compared, and may be the only value accepted for methods other than the default.  It will be coerced internally to the same type as <code>x</code>.</p> </td> </tr> <tr valign='top'> <td><code>fromLast</code></td> <td> <p>logical indicating if duplication should be considered from the reverse side, i.e., the last (or rightmost) of identical elements would correspond to <code>duplicated = FALSE</code>.</p> </td> </tr> <tr valign='top'> <td><code>nmax</code></td> <td> <p>the maximum number of unique items expected (greater than one).</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>arguments for particular methods.</p> </td> </tr> <tr valign='top'> <td><code>MARGIN</code></td> <td> <p>the array margin to be held fixed: see <code>apply</code>, and note that <code>MARGIN = 0</code> maybe useful.</p> </td> </tr> </table> "	FALSE
"NA"	"base"	"‘Not Available’ / Missing Values"	"<p><code>NA</code> is a logical constant of length 1 which contains a missing value indicator.  <code>NA</code> can be coerced to any other vector type except raw.  There are also constants <code>NA_integer_</code>, <code>NA_real_</code>, <code>NA_complex_</code> and <code>NA_character_</code> of the other atomic vector types which support missing values: all of these are reserved words in the <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> language. </p> <p>The generic function <code>is.na</code> indicates which elements are missing. </p> <p>The generic function <code>is.na&lt;-</code> sets elements to <code>NA</code>. </p> <p>The generic function <code>anyNA</code> implements <code>any(is.na(x))</code> in a possibly faster way (especially for atomic vectors). </p>"	"<pre>NA is.na(x) anyNA(x, recursive = FALSE)<br />## S3 method for class 'data.frame' is.na(x)<br />is.na(x) &lt;- value </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>an <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> object to be tested: the default method for <code>is.na</code> handles atomic vectors, lists and pairlists: that for <code>anyNA</code> also handles <code>NULL</code>.</p> </td> </tr> <tr valign='top'> <td><code>recursive</code></td> <td> <p>logical: should <code>anyNA</code> be applied recursively to lists and pairlists?</p> </td> </tr> <tr valign='top'> <td><code>value</code></td> <td> <p>a suitable index vector for use with <code>x</code>.</p> </td> </tr> </table> "	FALSE
"numeric_version"	"base"	"Numeric Versions"	"<p>A simple S3 class for representing numeric versions including package versions, and associated methods.</p>"	"<pre>numeric_version(x, strict = TRUE) package_version(x, strict = TRUE) R_system_version(x, strict = TRUE) getRversion() </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>a character vector with suitable numeric version strings (see ‘Details’); for <code>package_version</code>, alternatively an R version object as obtained by <code>R.version</code>.</p> </td> </tr> <tr valign='top'> <td><code>strict</code></td> <td> <p>a logical indicating whether invalid numeric versions should results in an error (default) or not.</p> </td> </tr> </table> "	FALSE
"DateTimeClasses"	"base"	"Date-Time Classes"	"<p>Description of the classes <code>'POSIXlt'</code> and <code>'POSIXct'</code> representing calendar dates and times. </p>"	"<pre>## S3 method for class 'POSIXct' print(x, ...)<br />## S3 method for class 'POSIXct' summary(object, digits = 15, ...)<br />time + z z + time time - z time1 lop time2 </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x, object</code></td> <td> <p>An object to be printed or summarized from one of the date-time classes.</p> </td> </tr> <tr valign='top'> <td><code>digits</code></td> <td> <p>Number of significant digits for the computations: should be high enough to represent the least important time unit exactly.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>Further arguments to be passed from or to other methods.</p> </td> </tr> <tr valign='top'> <td><code>time</code></td> <td> <p>date-time objects</p> </td> </tr> <tr valign='top'> <td><code>time1, time2</code></td> <td> <p>date-time objects or character vectors.  (Character vectors are converted by <code>as.POSIXct</code>.)</p> </td> </tr> <tr valign='top'> <td><code>z</code></td> <td> <p>a numeric vector (in seconds)</p> </td> </tr> <tr valign='top'> <td><code>lop</code></td> <td> <p>One of <code>==</code>, <code>!=</code>, <code>&lt;</code>, <code>&lt;=</code>, <code>&gt;</code> or <code>&gt;=</code>.</p> </td> </tr> </table> "	FALSE
"aperm"	"base"	"Array Transposition"	"<p>Transpose an array by permuting its dimensions and optionally resizing it. </p>"	"<pre>aperm(a, perm, ...) ## Default S3 method: aperm(a, perm = NULL, resize = TRUE, ...) ## S3 method for class 'table' aperm(a, perm = NULL, resize = TRUE, keep.class = TRUE, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>a</code></td> <td> <p>the array to be transposed.</p> </td> </tr> <tr valign='top'> <td><code>perm</code></td> <td> <p>the subscript permutation vector, usually a permutation of the integers <code>1:n</code>, where <code>n</code> is the number of dimensions of <code>a</code>.  When <code>a</code> has named dimnames, it can be a character vector of length <code>n</code> giving a permutation of those names. The default (used whenever <code>perm</code> has zero length) is to reverse the order of the dimensions.</p> </td> </tr> <tr valign='top'> <td><code>resize</code></td> <td> <p>a flag indicating whether the vector should be resized as well as having its elements reordered (default <code>TRUE</code>).</p> </td> </tr> <tr valign='top'> <td><code>keep.class</code></td> <td> <p>logical indicating if the result should be of the same class as <code>a</code>.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>potential further arguments of methods.</p> </td> </tr> </table> "	FALSE
"append"	"base"	"Vector Merging"	"<p>Add elements to a vector. </p>"	"<pre>append(x, values, after = length(x)) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>the vector to be modified.</p> </td> </tr> <tr valign='top'> <td><code>values</code></td> <td> <p>to be included in the modified vector.</p> </td> </tr> <tr valign='top'> <td><code>after</code></td> <td> <p>a subscript, after which the values are to be appended.</p> </td> </tr> </table> "	FALSE
"apply"	"base"	"Apply Functions Over Array Margins"	"<p>Returns a vector or array or list of values obtained by applying a function to margins of an array or matrix. </p>"	"<pre>apply(X, MARGIN, FUN, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>X</code></td> <td> <p>an array, including a matrix.</p> </td> </tr> <tr valign='top'> <td><code>MARGIN</code></td> <td> <p>a vector giving the subscripts which the function will be applied over.  E.g., for a matrix <code>1</code> indicates rows, <code>2</code> indicates columns, <code>c(1, 2)</code> indicates rows and columns. Where <code>X</code> has named dimnames, it can be a character vector selecting dimension names.</p> </td> </tr> <tr valign='top'> <td><code>FUN</code></td> <td> <p>the function to be applied: see ‘Details’. In the case of functions like <code>+</code>, <code>%*%</code>, etc., the function name must be backquoted or quoted.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>optional arguments to <code>FUN</code>.</p> </td> </tr> </table> "	FALSE
"complex"	"base"	"Complex Numbers and Basic Functionality"	"<p>Basic functions which support complex arithmetic in <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span>, in addition to the arithmetic operators <code>+</code>, <code>-</code>, <code>*</code>, <code>/</code>, and <code>^</code>. </p>"	"<pre>complex(length.out = 0, real = numeric(), imaginary = numeric(),<br />         modulus = 1, argument = 0) as.complex(x, ...) is.complex(x)<br />Re(z) Im(z) Mod(z) Arg(z) Conj(z) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>length.out</code></td> <td> <p>numeric.  Desired length of the output vector, inputs being recycled as needed.</p> </td> </tr> <tr valign='top'> <td><code>real</code></td> <td> <p>numeric vector.</p> </td> </tr> <tr valign='top'> <td><code>imaginary</code></td> <td> <p>numeric vector.</p> </td> </tr> <tr valign='top'> <td><code>modulus</code></td> <td> <p>numeric vector.</p> </td> </tr> <tr valign='top'> <td><code>argument</code></td> <td> <p>numeric vector.</p> </td> </tr> <tr valign='top'> <td><code>x</code></td> <td> <p>an object, probably of mode <code>complex</code>.</p> </td> </tr> <tr valign='top'> <td><code>z</code></td> <td> <p>an object of mode <code>complex</code>, or one of a class for which a methods has been defined.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>further arguments passed to or from other methods.</p> </td> </tr> </table> "	FALSE
"args"	"base"	"Argument List of a Function"	"<p>Displays the argument names and corresponding default values of a function or primitive. </p>"	"<pre>args(name) </pre>"	"<table summary='R argblock'><tr valign='top'> <td><code>name</code></td> <td> <p>a function (a closure or a primitive). If <code>name</code> is a character string then the function with that name is found and used.</p> </td> </tr></table> "	FALSE
"Arithmetic"	"base"	"Arithmetic Operators"	"<p>These unary and binary operators perform arithmetic on numeric or complex vectors (or objects which can be coerced to them). </p>"	"<pre>+ x - x x + y x - y x * y x / y x ^ y x %% y x %/% y </pre>"	"<table summary='R argblock'><tr valign='top'> <td><code>x, y</code></td> <td> <p>numeric or complex vectors or objects which can be coerced to such, or other objects for which methods have been written.</p> </td> </tr></table> "	FALSE
"array"	"base"	"Multi-way Arrays"	"<p>Creates or tests for arrays. </p>"	"<pre>array(data = NA, dim = length(data), dimnames = NULL) as.array(x, ...) is.array(x) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>data</code></td> <td> <p>a vector (including a list or <code>expression</code> vector) giving data to fill the array.  Non-atomic classed objects are coerced by <code>as.vector</code>.</p> </td> </tr> <tr valign='top'> <td><code>dim</code></td> <td> <p>the dim attribute for the array to be created, that is an integer vector of length one or more giving the maximal indices in each dimension.</p> </td> </tr> <tr valign='top'> <td><code>dimnames</code></td> <td> <p>either <code>NULL</code> or the names for the dimensions. This must a list (or it will be ignored) with one component for each dimension, either <code>NULL</code> or a character vector of the length given by <code>dim</code> for that dimension.  The list can be named, and the list names will be used as names for the dimensions.  If the list is shorter than the number of dimensions, it is extended by <code>NULL</code>s to the length required.</p> </td> </tr> <tr valign='top'> <td><code>x</code></td> <td> <p>an <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> object.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>additional arguments to be passed to or from methods.</p> </td> </tr> </table> "	FALSE
"which"	"base"	"Which indices are TRUE?"	"<p>Give the <code>TRUE</code> indices of a logical object, allowing for array indices. </p>"	"<pre>which(x, arr.ind = FALSE, useNames = TRUE) arrayInd(ind, .dim, .dimnames = NULL, useNames = FALSE) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>a <code>logical</code> vector or array.  <code>NA</code>s are allowed and omitted (treated as if <code>FALSE</code>).</p> </td> </tr> <tr valign='top'> <td><code>arr.ind</code></td> <td> <p>logical; should <b>arr</b>ay <b>ind</b>ices be returned when <code>x</code> is an array?</p> </td> </tr> <tr valign='top'> <td><code>ind</code></td> <td> <p>integer-valued index vector, as resulting from <code>which(x)</code>.</p> </td> </tr> <tr valign='top'> <td><code>.dim</code></td> <td> <p><code>dim(.)</code> integer vector</p> </td> </tr> <tr valign='top'> <td><code>.dimnames</code></td> <td> <p>optional list of character <code>dimnames(.)</code>. If <code>useNames</code> is true, to be used for constructing dimnames for <code>arrayInd()</code> (and hence, <code>which(*, arr.ind=TRUE)</code>). If <code>names(.dimnames)</code> is not empty, these are used as column names.  <code>.dimnames[[1]]</code> is used as row names.</p> </td> </tr> <tr valign='top'> <td><code>useNames</code></td> <td> <p>logical indicating if the value of <code>arrayInd()</code> should have (non-null) dimnames at all.</p> </td> </tr> </table> "	FALSE
"call"	"base"	"Function Calls"	"<p>Create or test for objects of mode <code>'call'</code>. </p>"	"<pre>call(name, ...) is.call(x) as.call(x) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>name</code></td> <td> <p>a non-empty character string naming the function to be called.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>arguments to be part of the call.</p> </td> </tr> <tr valign='top'> <td><code>x</code></td> <td> <p>an arbitrary <span style='font-family: Courier New, Courier; color: #666666;'><b>R</b></span> object.</p> </td> </tr> </table> "	FALSE
"character"	"base"	"Character Vectors"	"<p>Create or test for objects of type <code>'character'</code>. </p>"	"<pre>character(length = 0) as.character(x, ...) is.character(x) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>length</code></td> <td> <p>A non-negative integer specifying the desired length. Double values will be coerced to integer: supplying an argument of length other than one is an error.</p> </td> </tr> <tr valign='top'> <td><code>x</code></td> <td> <p>object to be coerced or tested.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>further arguments passed to or from other methods.</p> </td> </tr> </table> "	FALSE
"conditions"	"base"	"Condition Handling and Recovery"	"<p>These functions provide a mechanism for handling unusual conditions, including errors and warnings. </p>"	"<pre>tryCatch(expr, ..., finally) withCallingHandlers(expr, ...)<br />signalCondition(cond)<br />simpleCondition(message, call = NULL) simpleError<br />    (message, call = NULL) simpleWarning  (message, call = NULL) simpleMessage  (message, call = NULL)<br />## S3 method for class 'condition' as.character(x, ...) ## S3 method for class 'error' as.character(x, ...) ## S3 method for class 'condition' print(x, ...) ## S3 method for class 'restart' print(x, ...)<br />conditionCall(c) ## S3 method for class 'condition' conditionCall(c) conditionMessage(c) ## S3 method for class 'condition' conditionMessage(c)<br />withRestarts(expr, ...)<br />computeRestarts(cond = NULL) findRestart(name, cond = NULL) invokeRestart(r, ...) invokeRestartInteractively(r)<br />isRestart(x) restartDescription(r) restartFormals(r)<br />.signalSimpleWarning(msg, call) .handleSimpleError(h, msg, call) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>c</code></td> <td> <p>a condition object.</p> </td> </tr> <tr valign='top'> <td><code>call</code></td> <td> <p>call expression.</p> </td> </tr> <tr valign='top'> <td><code>cond</code></td> <td> <p>a condition object.</p> </td> </tr> <tr valign='top'> <td><code>expr</code></td> <td> <p>expression to be evaluated.</p> </td> </tr> <tr valign='top'> <td><code>finally</code></td> <td> <p>expression to be evaluated before returning or exiting.</p> </td> </tr> <tr valign='top'> <td><code>h</code></td> <td> <p>function.</p> </td> </tr> <tr valign='top'> <td><code>message</code></td> <td> <p>character string.</p> </td> </tr> <tr valign='top'> <td><code>msg</code></td> <td> <p>character string.</p> </td> </tr> <tr valign='top'> <td><code>name</code></td> <td> <p>character string naming a restart.</p> </td> </tr> <tr valign='top'> <td><code>r</code></td> <td> <p>restart object.</p> </td> </tr> <tr valign='top'> <td><code>x</code></td> <td> <p>object.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>additional arguments; see details below.</p> </td> </tr> </table> "	FALSE
"as.Date"	"base"	"Date Conversion Functions to and from Character"	"<p>Functions to convert between character representations and objects of class <code>'Date'</code> representing calendar dates. </p>"	"<pre>as.Date(x, ...) ## S3 method for class 'character' as.Date(x, format, ...) ## S3 method for class 'numeric' as.Date(x, origin, ...) ## S3 method for class 'POSIXct' as.Date(x, tz = 'UTC', ...)<br />## S3 method for class 'Date' format(x, ...)<br />## S3 method for class 'Date' as.character(x, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>An object to be converted.</p> </td> </tr> <tr valign='top'> <td><code>format</code></td> <td> <p>A character string.  If not specified, it will try <code>'%Y-%m-%d'</code> then <code>'%Y/%m/%d'</code> on the first non-<code>NA</code> element, and give an error if neither works. Otherwise, the processing is via <code>strptime</code></p> </td> </tr> <tr valign='top'> <td><code>origin</code></td> <td> <p>a Date object, or something which can be coerced by <code>as.Date(origin, ...)</code> to such an object.</p> </td> </tr> <tr valign='top'> <td><code>tz</code></td> <td> <p>a time zone name.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>Further arguments to be passed from or to other methods, including <code>format</code> for <code>as.character</code> and <code>as.Date</code> methods.</p> </td> </tr> </table> "	FALSE
"hexmode"	"base"	"Display Numbers in Hexadecimal"	"<p>Convert or print integers in hexadecimal format, with as many digits as are needed to display the largest, using leading zeroes as necessary. </p>"	"<pre>as.hexmode(x)<br />## S3 method for class 'hexmode' as.character(x, ...)<br />## S3 method for class 'hexmode' format(x, width = NULL, upper.case = FALSE, ...)<br />## S3 method for class 'hexmode' print(x, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>An object, for the methods inheriting from class <code>'hexmode'</code>.</p> </td> </tr> <tr valign='top'> <td><code>width</code></td> <td> <p><code>NULL</code> or a positive integer specifying the minimum field width to be used, with padding by leading zeroes.</p> </td> </tr> <tr valign='top'> <td><code>upper.case</code></td> <td> <p>a logical indicating whether to use upper-case letters or lower-case letters (default).</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>further arguments passed to or from other methods.</p> </td> </tr> </table> "	FALSE
"octmode"	"base"	"Display Numbers in Octal"	"<p>Convert or print integers in octal format, with as many digits as are needed to display the largest, using leading zeroes as necessary. </p>"	"<pre>as.octmode(x)<br />## S3 method for class 'octmode' as.character(x, ...)<br />## S3 method for class 'octmode' format(x, width = NULL, ...)<br />## S3 method for class 'octmode' print(x, ...) </pre>"	"<table summary='R argblock'> <tr valign='top'> <td><code>x</code></td> <td> <p>An object, for the methods inheriting from class <code>'octmode'</code>.</p> </td> </tr> <tr valign='top'> <td><code>width</code></td> <td> <p><code>NULL</code> or a positive integer specifying the minimum field width to be used, with padding by leading zeroes.</p> </td> </tr> <tr valign='top'> <td><code>...</code></td> <td> <p>further arguments passed to or from other methods.</p> </td> </tr> </table> "	FALSE
